sample,fastq_1,fastq_2                                                                                                                          
SRR7366586,https://cdn.jsdelivr.net/gh/kevinpryan/test-datasets/data/SRR7366586.sub.1.fq.gz,https://cdn.jsdelivr.net/gh/kevinpryan/test-datasets/data/SRR7366586.sub.2.fq.gz
